offset,mean,count,ci_low,ci_high,group,crop,response,n_units,ci_excl0
-10,0.11772351549100178,7,-0.028486145792291865,0.24611392489302555,rain,芹菜,price,8,False
-9,0.07461022333543585,5,-0.13971594303443746,0.28217037714710735,rain,芹菜,price,8,False
-8,0.13159337909776342,4,-0.09299389932652441,0.32898424237962903,rain,芹菜,price,8,False
-7,0.10918908045163256,6,-0.01869769260847879,0.23882234884085682,rain,芹菜,price,8,False
-6,0.07534779599798157,6,0.022308836083712497,0.1480492860092078,rain,芹菜,price,8,True
-5,0.05563682195062358,5,-0.007581110890464058,0.12847224047143094,rain,芹菜,price,8,False
-4,-0.01631730374368018,7,-0.17973684435008602,0.14538489016779288,rain,芹菜,price,8,False
-3,-0.0786977221512569,7,-0.29229500852750673,0.16268952133724088,rain,芹菜,price,8,False
-2,-0.35347341473403815,4,-0.5126932737211979,-0.17321044233225544,rain,芹菜,price,8,True
-1,-0.27464880678829146,4,-0.4557514674876069,-0.06466190469377503,rain,芹菜,price,8,True
0,-0.11180266059378376,6,-0.4350967067888113,0.28554283215591236,rain,芹菜,price,8,False
1,0.11598315213230699,5,-0.42288161723612944,0.8183049743018181,rain,芹菜,price,8,False
2,0.4530656379382303,4,-0.6198120743513968,1.8911415020757072,rain,芹菜,price,8,False
3,0.22332596494038823,6,-0.6059741815340085,1.4167254156724107,rain,芹菜,price,8,False
4,0.2287997217335435,6,-0.6603995721888276,1.4787723104526973,rain,芹菜,price,8,False
5,-0.26034345034749723,5,-0.8490018607379998,0.34214200252747407,rain,芹菜,price,8,False
6,-0.4079600173455562,4,-1.3686143795411299,0.3849920014934179,rain,芹菜,price,8,False
7,0.3698947861614917,6,-0.8362962450886757,1.6267173178849246,rain,芹菜,price,8,False
8,0.7437010583894553,6,-0.10617741300337051,1.8987971696998749,rain,芹菜,price,8,False
9,0.8184153329239839,5,-0.173290474645846,1.9653389504776684,rain,芹菜,price,8,False
10,0.3395119933684069,7,-0.6562128567597998,1.310269000572463,rain,芹菜,price,8,False
11,0.23712711374551115,7,-0.7354151152517656,1.26977338918754,rain,芹菜,price,8,False
12,-0.26387215683047344,5,-1.2931433196508064,0.583743040896015,rain,芹菜,price,8,False
13,-0.2874067300581534,4,-1.5729581694777977,0.77282418819246,rain,芹菜,price,8,False
14,0.25777735791379425,6,-1.0035038613922083,1.3345019207468056,rain,芹菜,price,8,False
15,0.9886416195508092,6,0.1596895562806562,1.7660651597654153,rain,芹菜,price,8,True
16,1.125035850837607,5,0.008005582863998788,2.208158327475742,rain,芹菜,price,8,True
17,0.9306609392459047,6,-0.08322980073058778,2.014102824730257,rain,芹菜,price,8,False
18,0.38445926267209535,7,-0.7955701106278348,1.534792296860911,rain,芹菜,price,8,False
19,0.47231117774420084,4,-0.3979886112625892,1.69111093445877,rain,芹菜,price,8,False
20,0.5572631831681248,3,-0.5259204975918854,1.6294515822372286,rain,芹菜,price,8,False
21,0.547276886265292,5,-1.3755005008812333,2.2169247066949302,rain,芹菜,price,8,False
-14,0.006994718987164704,6,-0.3069615476029883,0.2858271692372259,rain,芹菜,volume,8,False
-13,0.0732571908209302,5,-0.1686226898691488,0.37056826783278607,rain,芹菜,volume,8,False
-12,-0.38221143037007066,4,-0.7967422096317281,-0.12646701740186164,rain,芹菜,volume,8,True
-11,-0.05858077151750429,6,-0.5642681962618225,0.3322865343808282,rain,芹菜,volume,8,False
-10,-0.22579381138668878,7,-0.6143650606292249,0.19679371984865687,rain,芹菜,volume,8,False
-9,-0.1384954359458609,5,-0.738489092520861,0.3180533072530239,rain,芹菜,volume,8,False
-8,0.34492708005455885,4,-0.089932101263546,0.8751517604208823,rain,芹菜,volume,8,False
-7,0.11566267468061615,6,-0.13496060474341878,0.4116481342300847,rain,芹菜,volume,8,False
-6,-0.2963387642330041,6,-0.9748117849594985,0.22894823783043777,rain,芹菜,volume,8,False
-5,0.08955738417494793,5,-0.602826116282207,0.8829271400092931,rain,芹菜,volume,8,False
-4,0.43558184998897265,7,0.09057447341542853,0.7811753911511095,rain,芹菜,volume,8,True
-3,0.3274492044220899,7,-0.16039120932446002,0.7732165842021418,rain,芹菜,volume,8,False
-2,-0.08670016637438732,4,-0.7100420432573408,0.5395926075812763,rain,芹菜,volume,8,False
-1,-0.4981863692911851,4,-1.0370295426952651,-0.20122307657718422,rain,芹菜,volume,8,True
0,-0.29465253733431257,6,-0.5146177136262121,-0.16112834809718662,rain,芹菜,volume,8,True
1,0.17555495600821389,5,-0.11241512657943259,0.4270213488815946,rain,芹菜,volume,8,False
2,0.5032918896233345,4,-0.04496605063177302,1.1304746166644186,rain,芹菜,volume,8,False
3,0.19669524508995714,6,-0.15459047169387113,0.7083714295706743,rain,芹菜,volume,8,False
4,-0.033443500157381074,6,-0.4614869791164814,0.33584019065605486,rain,芹菜,volume,8,False
5,0.09420387607356455,5,-0.7884047544104201,1.2225145015513288,rain,芹菜,volume,8,False
6,-0.6724298154893056,4,-1.3110101873085822,-0.097426443035508,rain,芹菜,volume,8,True
7,-0.5232299613791588,6,-1.0510064900999745,-0.08007570355809977,rain,芹菜,volume,8,True
8,0.3968878496734966,6,-0.09243021518753342,0.9985273618418092,rain,芹菜,volume,8,False
9,0.5684458234033306,5,0.14988683543924336,0.9831639612092872,rain,芹菜,volume,8,True
10,0.11439577404773692,7,-0.48078209880111944,0.7007611039379557,rain,芹菜,volume,8,False
11,0.13955534999646704,7,-0.2850174290285834,0.5064090674041098,rain,芹菜,volume,8,False
12,0.2628265659427133,5,-0.47445787805207074,1.0370295426952654,rain,芹菜,volume,8,False
13,0.08075153259289244,4,-0.791402491119205,1.1475710838317073,rain,芹菜,volume,8,False
14,-0.18036382531188955,6,-0.8324340123206979,0.3363671365618945,rain,芹菜,volume,8,False
15,0.27135762499313026,6,-0.06934998451169369,0.7489657808354694,rain,芹菜,volume,8,False
16,0.7483100259304226,5,0.13115098100933792,1.5981683828709328,rain,芹菜,volume,8,True
17,-0.18036382531188955,6,-0.641556640361527,0.23281875309141595,rain,芹菜,volume,8,False
18,0.07130330885895439,7,-0.4493353054158396,0.6264320382307788,rain,芹菜,volume,8,False
19,-0.0859975718332659,4,-0.8228787265614461,0.6660596249831378,rain,芹菜,volume,8,False
20,-0.0984256886051031,3,-0.2428166734115742,0.1348981518953191,rain,芹菜,volume,8,False
21,-0.04421661645457679,5,-0.30914159809343944,0.21483779746291554,rain,芹菜,volume,8,False
-14,0.11245286494421015,6,-0.16750289128578325,0.4451876061732013,rain,茄子,price,8,False
-13,0.06671181284878527,5,-0.2923630647687814,0.34837093277835934,rain,茄子,price,8,False
-12,0.17221755128644123,4,-0.008112843822721224,0.38153711251260836,rain,茄子,price,8,False
-11,0.18716036432786035,6,0.08203184276461399,0.29679364503176325,rain,茄子,price,8,True
-10,0.21539395328764602,7,0.0864468418515887,0.3543689738933819,rain,茄子,price,8,True
-9,0.19568515829179217,5,0.07623478743897288,0.29102359284499046,rain,茄子,price,8,True
-8,0.17242896976505137,4,-0.015070325814624346,0.347851121517358,rain,茄子,price,8,False
-7,0.08045250573346192,6,-0.061776046079323424,0.18880887908632052,rain,茄子,price,8,False
-6,-0.0977693673120447,6,-0.24945371691948656,0.04055899996568204,rain,茄子,price,8,False
-5,-0.08319423058856884,5,-0.23012632354516674,0.027687679244461985,rain,茄子,price,8,False
-4,-0.1193474528687577,7,-0.2410738257481207,0.014423940833277672,rain,茄子,price,8,False
-3,-0.22309412272825874,7,-0.39869802812620875,-0.0397776275471683,rain,茄子,price,8,True
-2,-0.3614825842810437,4,-0.5634977519683483,-0.22830189677381832,rain,茄子,price,8,True
-1,-0.40827857495929365,4,-0.5844614601588842,-0.28875684891426506,rain,茄子,price,8,True
0,-0.3316929120581761,6,-0.5154899742745105,-0.14090468009123686,rain,茄子,price,8,True
1,-0.18011504508878975,5,-0.5050395673711102,0.16691473194356424,rain,茄子,price,8,False
2,-0.25828310904855656,4,-0.5657353922090284,0.1746428354014901,rain,茄子,price,8,False
3,-0.3021649128762707,6,-0.7951068357538272,0.28306650773032177,rain,茄子,price,8,False
4,-0.15553200482886892,6,-0.7656867010127412,0.44242080058982447,rain,茄子,price,8,False
5,-0.3507732750298748,5,-1.0409006543787296,0.3161619828633654,rain,茄子,price,8,False
6,-0.03887000224943837,4,-1.0559118581275533,0.6580662709989157,rain,茄子,price,8,False
7,0.07448204636735394,6,-0.6234017705224955,0.6491790178861888,rain,茄子,price,8,False
8,0.210660326420273,6,-0.32397963137559393,0.6367707745820956,rain,茄子,price,8,False
9,0.1093158868457514,5,-0.452184682546235,0.6061303652973883,rain,茄子,price,8,False
10,-0.1210416064859239,7,-0.6580925673888357,0.4103747815907026,rain,茄子,price,8,False
11,-0.13966321438020018,7,-0.6662259412161208,0.3178410074926502,rain,茄子,price,8,False
12,-0.2811867834514663,5,-1.104805682942949,0.4333081631656862,rain,茄子,price,8,False
13,-0.02174625589797255,4,-1.2761849566157284,0.7753956342570303,rain,茄子,price,8,False
14,-0.0349393673641217,6,-0.7748572028102392,0.5197111446221236,rain,茄子,price,8,False
15,0.3949320166620924,6,0.06021269470452424,0.783976013691811,rain,茄子,price,8,True
16,0.37110237967161047,5,0.002851975266047191,0.8795818068294199,rain,茄子,price,8,True
17,0.21918767968870503,6,-0.2439174716551009,0.7452924264149516,rain,茄子,price,8,False
18,-0.028831600545922455,7,-0.6424763700080707,0.49060607403948714,rain,茄子,price,8,False
19,0.39861277814465323,4,-0.19276126892728981,0.9418343695964094,rain,茄子,price,8,False
20,0.5399158723891693,3,-0.5967259425016471,1.2367757315294001,rain,茄子,price,8,False
21,0.16656800491332763,5,-0.843361767216943,0.9473792430205925,rain,茄子,price,8,False
-14,-0.11681084627260274,6,-0.3568430246466903,0.12169654385428795,rain,茄子,volume,8,False
-13,0.05398396737935388,5,-0.23965422589461438,0.3709699177121274,rain,茄子,volume,8,False
-12,-0.19648303862839528,4,-0.3372453797382975,-0.1438893896443487,rain,茄子,volume,8,True
-11,-0.051991087711324824,6,-0.23621429213800718,0.15701016265548023,rain,茄子,volume,8,False
-10,0.16495354899838507,7,-0.034790283513710434,0.35393135668833775,rain,茄子,volume,8,False
-9,0.254653324974938,5,-0.0542237669383143,0.5438081748280046,rain,茄子,volume,8,False
-8,-0.02950897072710113,4,-0.2848318269706372,0.2585547911326947,rain,茄子,volume,8,False
-7,0.06867411258346094,6,-0.19875850287193295,0.3595641446271245,rain,茄子,volume,8,False
-6,-0.019156109212528305,6,-0.30571640915495163,0.22909750447720315,rain,茄子,volume,8,False
-5,0.03102860959884795,5,-0.1507140228067692,0.2535858536048981,rain,茄子,volume,8,False
-4,0.039002723504286144,7,-0.22041212795134757,0.23063002219431084,rain,茄子,volume,8,False
-3,-0.0034397222450914334,7,-0.3693873617338754,0.37388357318666543,rain,茄子,volume,8,False
-2,-0.13068258464859037,4,-0.6233301669739348,0.6084468726111787,rain,茄子,volume,8,False
-1,-0.23988585046861055,4,-0.7039328164378752,0.19785062277980128,rain,茄子,volume,8,False
0,-0.17849504393413748,6,-0.5141972892883455,0.1803459816410036,rain,茄子,volume,8,False
1,0.2353700977739827,5,-0.4441674008650941,1.0608776088339016,rain,茄子,volume,8,False
2,0.09066094658972029,4,-0.4874122235514384,1.1196546607311477,rain,茄子,volume,8,False
3,-0.254776736970181,6,-0.6072200344509125,0.09394692721281138,rain,茄子,volume,8,False
4,-0.1372761641883455,6,-0.4019402850847611,0.11311019332189887,rain,茄子,volume,8,False
5,-0.16564699534204622,5,-0.4300019110571519,0.14481713365232787,rain,茄子,volume,8,False
6,-0.19732869540639678,4,-0.6771673101094389,0.2787895139169928,rain,茄子,volume,8,False
7,-0.17207132241531278,6,-0.6006942437031471,0.321025482903265,rain,茄子,volume,8,False
8,-0.1400078202753947,6,-0.7609219325123817,0.45061751093260705,rain,茄子,volume,8,False
9,-0.35386276250894055,5,-0.9261276966659403,0.24784791730096759,rain,茄子,volume,8,False
10,-0.07093239811256204,7,-0.5817648457472624,0.41515302105373814,rain,茄子,volume,8,False
11,0.0025521524489382974,7,-0.4187463465083862,0.385992883206889,rain,茄子,volume,8,False
12,0.2514792508126952,5,-0.11803588290840439,0.5907580218111796,rain,茄子,volume,8,False
13,0.15838488369852177,4,-0.17344048100826756,0.3695647286298845,rain,茄子,volume,8,False
14,-0.07209186185309217,6,-0.32323029148707016,0.1931148267398774,rain,茄子,volume,8,False
15,-0.30204692225307833,6,-0.776734993651222,0.08905185521582785,rain,茄子,volume,8,False
16,-0.27862674088303147,5,-0.7721714748222234,0.14873585811167583,rain,茄子,volume,8,False
17,-0.12213124759843158,6,-0.32194044538713273,0.10989050955604149,rain,茄子,volume,8,False
18,-0.3344150182772317,7,-0.8969156595593859,0.10754784953132858,rain,茄子,volume,8,False
19,-0.04455275972523086,4,-0.36105093595511845,0.2262354422411081,rain,茄子,volume,8,False
20,-0.49542952213935626,3,-0.5339718512523045,-0.43841899365978687,rain,茄子,volume,8,True
21,-0.7114271582098374,5,-1.3079339384479007,-0.23959945955089643,rain,茄子,volume,8,True
-14,-0.09167369795455836,6,-0.15489399346579927,-0.015050438513189192,rain,西红柿,price,8,True
-13,-0.10807498522029632,5,-0.25769930494929105,0.025480762024671533,rain,西红柿,price,8,False
-12,-0.02292493713268698,4,-0.24428671737453678,0.19215143729275097,rain,西红柿,price,8,False
-11,-0.08271501774226404,6,-0.15587731952794218,0.0015930967014968767,rain,西红柿,price,8,False
-10,0.05773244378227247,7,-0.05952996602674167,0.18057684181377517,rain,西红柿,price,8,False
-9,0.035809067736862876,5,-0.0931929849015533,0.180059294444702,rain,西红柿,price,8,False
-8,-0.047189810883057265,4,-0.10465228798998491,-0.007565898637056552,rain,西红柿,price,8,True
-7,-0.028928032158274903,6,-0.08050139353150429,0.02726306311428151,rain,西红柿,price,8,False
-6,0.028095204312056355,6,-0.07104374569293218,0.14152852332338134,rain,西红柿,price,8,False
-5,0.03898140628131297,5,-0.010434639177474708,0.10473697072557146,rain,西红柿,price,8,False
-4,0.023179739938974937,7,-0.08902995871412603,0.11961740804559512,rain,西红柿,price,8,False
-3,0.04389987537640405,7,-0.07622197647696081,0.12993824193814812,rain,西红柿,price,8,False
-2,0.11713956733757303,4,0.002467649120036275,0.23371889107444777,rain,西红柿,price,8,True
-1,0.03899203157449334,4,-0.07391840706676421,0.17717453730507163,rain,西红柿,price,8,False
0,-0.0023957411321465414,6,-0.19990734031581694,0.17207432204624246,rain,西红柿,price,8,False
1,-0.07944324544841382,5,-0.33862528788570667,0.18666139622724387,rain,西红柿,price,8,False
2,-0.15912807572275034,4,-0.3260557147278334,0.04299079776164372,rain,西红柿,price,8,False
3,-0.22777422708593983,6,-0.3282563944479623,-0.11312136066372575,rain,西红柿,price,8,True
4,-0.33394623440969967,6,-0.7069154530841134,-0.0623669023711548,rain,西红柿,price,8,True
5,-0.28738621423945365,5,-0.806632385524337,0.19759074342368158,rain,西红柿,price,8,False
6,-0.35611154506118925,4,-1.347523865642037,0.3127108509819275,rain,西红柿,price,8,False
7,-0.23041680486964586,6,-0.9107691905944992,0.21043198504315294,rain,西红柿,price,8,False
8,0.1491222765722335,6,-0.2508156802342619,0.6231766393832411,rain,西红柿,price,8,False
9,0.10632494878355922,5,-0.36676560376161266,0.6984451694248129,rain,西红柿,price,8,False
10,-0.1676646099413606,7,-0.775167487708492,0.35461585817811075,rain,西红柿,price,8,False
11,-0.19852298832875007,7,-0.9611319847873738,0.4052893298373427,rain,西红柿,price,8,False
12,-0.18706648578039292,5,-1.2326896392414282,0.7839048172837317,rain,西红柿,price,8,False
13,-0.3730058762825388,4,-1.5571146166144785,0.4576196134708989,rain,西红柿,price,8,False
14,-0.28777716489614674,6,-1.054031909009116,0.2484498901996034,rain,西红柿,price,8,False
15,0.13399594254122274,6,-0.20044349274243123,0.46214294254349625,rain,西红柿,price,8,False
16,0.024843213030219358,5,-0.2884351899660203,0.3738037575905684,rain,西红柿,price,8,False
17,0.024138052294403734,6,-0.25409500024011256,0.31669829955955825,rain,西红柿,price,8,False
18,-0.127319813395988,7,-0.7995958648165512,0.38272688611154615,rain,西红柿,price,8,False
19,0.23380992648860713,4,-0.20180231021758985,0.6009860475734379,rain,西红柿,price,8,False
20,0.13549256981427124,3,-0.4581601866200774,0.6729221763150217,rain,西红柿,price,8,False
21,-0.1262519154335096,5,-1.1111789770874512,0.5402679697758426,rain,西红柿,price,8,False
-14,0.34357067326610813,6,-0.039675945438843334,0.7248791193261331,rain,西红柿,volume,8,False
-13,0.18148118447070155,5,-0.19359231706329,0.5569366556821027,rain,西红柿,volume,8,False
-12,0.09627034584280571,4,-0.03597284050541857,0.2493336425008336,rain,西红柿,volume,8,False
-11,0.2037119808645855,6,-0.04490280633052918,0.4564181059429162,rain,西红柿,volume,8,False
-10,0.0522507087136046,7,-0.13492018718428475,0.24092336639523793,rain,西红柿,volume,8,False
-9,0.09806881518739066,5,-0.15720452486943773,0.35540218155700565,rain,西红柿,volume,8,False
-8,0.05521810295899414,4,-0.18810682727167718,0.3853519164459407,rain,西红柿,volume,8,False
-7,0.0128008192524322,6,-0.10253081216308414,0.1261604660140581,rain,西红柿,volume,8,False
-6,-0.141186606876785,6,-0.42481369826149934,0.07412719311995151,rain,西红柿,volume,8,False
-5,0.020697507022750798,5,-0.4244801059005587,0.38427841818136943,rain,西红柿,volume,8,False
-4,-0.07056768913663729,7,-0.31813095528198776,0.2170267512873073,rain,西红柿,volume,8,False
-3,-0.39409728867345045,7,-0.6099662159611955,-0.16384103216357354,rain,西红柿,volume,8,True
-2,-0.3432943841685242,4,-0.600617962010111,-0.0494626556949502,rain,西红柿,volume,8,True
-1,-0.0901237768249948,4,-0.19242793119766002,0.017659478153901637,rain,西红柿,volume,8,False
0,-0.5187310539068348,6,-0.9033548334601845,-0.2274003173686816,rain,西红柿,volume,8,True
1,0.08755228512150755,5,-0.6826758239925169,0.8623203766870301,rain,西红柿,volume,8,False
2,0.3377104088256685,4,-0.909474636971667,1.5363458653232964,rain,西红柿,volume,8,False
3,-0.09311598775182794,6,-0.9396707329284362,0.8992991098172491,rain,西红柿,volume,8,False
4,-0.13932764173187479,6,-0.8005505382606638,0.60138880859237,rain,西红柿,volume,8,False
5,0.1733676788310541,5,-0.3801429920410088,0.5612726677073095,rain,西红柿,volume,8,False
6,0.021213822273860747,4,-0.2739866884373264,0.4408278892293461,rain,西红柿,volume,8,False
7,-0.26215518343558436,6,-0.79487648115995,0.35452865657199056,rain,西红柿,volume,8,False
8,0.16102738745611125,6,-0.5081428786243345,0.7895326945782665,rain,西红柿,volume,8,False
9,0.19012461259951513,5,-0.367706252746918,0.7669086498679669,rain,西红柿,volume,8,False
10,-0.01594355840010962,7,-0.5034181623749645,0.5275002799153921,rain,西红柿,volume,8,False
11,0.1668019447160713,7,-0.4200040288706448,0.7313890448935545,rain,西红柿,volume,8,False
12,0.04264494592297112,5,-0.7076474404681605,0.6694818626222911,rain,西红柿,volume,8,False
13,0.3447828916817573,4,-0.46755022538628477,0.877609294383662,rain,西红柿,volume,8,False
14,-0.07634385808299977,6,-0.6705980878445988,0.4818062247795542,rain,西红柿,volume,8,False
15,0.431238124893125,6,-0.24104743644026047,1.0678799257712501,rain,西红柿,volume,8,False
16,0.3263696738455555,5,-0.2163169514389907,0.7995383807805746,rain,西红柿,volume,8,False
17,0.2892096421119106,6,-0.22116615401717973,0.8366897278269191,rain,西红柿,volume,8,False
18,-0.0028926481770252016,7,-0.7515628736840879,0.6938004663621823,rain,西红柿,volume,8,False
19,0.48129733479794184,4,0.05395926075812755,1.1779499335144825,rain,西红柿,volume,8,True
20,0.45354006572963684,3,-0.19271164556474152,0.9924649746584187,rain,西红柿,volume,8,False
21,-0.3443632776148017,5,-0.8825468107983999,0.020255444466616663,rain,西红柿,volume,8,False
-14,-0.14209098055458239,6,-0.24368681536165163,-0.05967854281042252,rain,青椒,price,8,True
-13,-0.009506910929918788,5,-0.17480622093006354,0.2474157791057708,rain,青椒,price,8,False
-12,0.15440964449463027,4,-0.25937235568963624,0.3984582985999413,rain,青椒,price,8,False
-11,0.01879347548367442,6,-0.15381236733365863,0.20924426417029512,rain,青椒,price,8,False
-10,-0.09103541518071744,7,-0.3102799927127131,0.07929062785887013,rain,青椒,price,8,False
-9,-0.020047534277275812,5,-0.23037171577905768,0.11182033754991212,rain,青椒,price,8,False
-8,0.05980980983380302,4,0.037749277073587294,0.09445627080339009,rain,青椒,price,8,True
-7,-0.03806153189861026,6,-0.14820477206375854,0.04725369551196592,rain,青椒,price,8,False
-6,0.025585635934896895,6,-0.09979826342222749,0.14765949610142257,rain,青椒,price,8,False
-5,-0.004095043440337687,5,-0.17536884652087673,0.14408371024282252,rain,青椒,price,8,False
-4,0.018517499712055036,7,-0.16791126039357898,0.15643686851924637,rain,青椒,price,8,False
-3,0.04545683818280758,7,-0.13431102339743586,0.17345978753750427,rain,青椒,price,8,False
-2,-0.06369577962241926,4,-0.3255756189790994,0.12810850196161577,rain,青椒,price,8,False
-1,0.14255517290557934,4,0.03231979831240238,0.2487011195436334,rain,青椒,price,8,True
0,0.2589584756037892,6,0.13841944418221278,0.43596775266230525,rain,青椒,price,8,True
1,0.00402764659855046,5,-0.33559926841394827,0.1966715887081013,rain,青椒,price,8,False
2,0.01816999377591144,4,-0.5208321189723976,0.4109956010989451,rain,青椒,price,8,False
3,0.3034707352947084,6,-0.121968087254296,0.722945247766508,rain,青椒,price,8,False
4,0.2217870881265094,6,-0.172127566463052,0.6738305436538272,rain,青椒,price,8,False
5,-0.058046194804733074,5,-0.45882281954047743,0.25178911030913653,rain,青椒,price,8,False
6,0.31904372575393586,4,0.0623750650082219,0.6597796441464473,rain,青椒,price,8,True
7,0.40053989332172385,6,0.1284090967099846,0.7010698520748628,rain,青椒,price,8,True
8,0.2263710536949317,6,-0.27654209195687357,0.6508241102566164,rain,青椒,price,8,False
9,0.31405286677556105,5,-0.33312349176371836,0.8909939662221685,rain,青椒,price,8,False
10,0.29379845950477984,7,-0.12944517182567453,0.6584077458201424,rain,青椒,price,8,False
11,0.12802221742201278,7,-0.4129385594178182,0.5775100757628806,rain,青椒,price,8,False
12,-0.16863303141342323,5,-0.6796118930207689,0.2823197109451418,rain,青椒,price,8,False
13,0.1534890819833301,4,-0.3746922317431429,0.5798994774818027,rain,青椒,price,8,False
14,0.2558813502968576,6,-0.277638593311426,0.6445031795907509,rain,青椒,price,8,False
15,0.20936205538845498,6,-0.5568295936567885,0.7442818172279929,rain,青椒,price,8,False
16,0.25104798790665983,5,-0.7047179379568419,0.803642202157573,rain,青椒,price,8,False
17,0.3415786188542758,6,-0.39663124396026034,0.8012397609501795,rain,青椒,price,8,False
18,0.0672385814519285,7,-0.5401008068457227,0.6321311794676225,rain,青椒,price,8,False
19,-0.03830475835585852,4,-0.8064982366884427,0.5316098982630751,rain,青椒,price,8,False
20,0.36227120213412034,3,0.05503307689261733,0.6054357531492295,rain,青椒,price,8,True
21,0.34808721676554394,5,-0.38821022395326715,0.8344384295600829,rain,青椒,price,8,False
-14,0.02976919092751649,6,-0.3042702759416641,0.35763679225756007,rain,青椒,volume,8,False
-13,0.014988683543924342,5,-0.4873945171395596,0.4946265569495032,rain,青椒,volume,8,False
-12,-0.376590674041099,4,-1.3085120733845947,0.2866585727775529,rain,青椒,volume,8,False
-11,0.059330205694700516,6,-0.24516133176594532,0.3640131165255947,rain,青椒,volume,8,False
-10,-0.11045232278201378,7,-0.4405899736175376,0.24207393061095983,rain,青椒,volume,8,False
-9,-0.4109397404959255,5,-1.0716052237703388,0.056348082197940554,rain,青椒,volume,8,False
-8,0.08961983702304777,4,-0.4454969831110842,0.7008333708050423,rain,青椒,volume,8,False
-7,0.4419579883854357,6,-0.08722789294082958,1.1049157885796226,rain,青椒,volume,8,False
-6,0.12490569619936949,6,-0.417185025305894,0.6296050053638075,rain,青椒,volume,8,False
-5,0.45565597973529987,5,-0.0999557833835455,1.1306329792435283,rain,青椒,volume,8,False
-4,0.45590579112769863,7,-0.21837307475712978,1.1737349238824688,rain,青椒,volume,8,False
-3,-0.3352825759408788,7,-0.6745621341601374,0.018318201008238773,rain,青椒,volume,8,False
-2,-0.03591038765731859,4,-0.7419398354242545,0.6236957763555183,rain,青椒,volume,8,False
-1,-0.7534936123226963,4,-1.4921817361225607,0.12316950702219408,rain,青椒,volume,8,False
0,-0.32621204324068653,6,-0.9228149934299603,0.23887589869648415,rain,青椒,volume,8,False
1,0.03747170885981084,5,-0.5227303385943612,0.6370190506167843,rain,青椒,volume,8,False
2,0.14801324999625282,4,-0.6819851012485575,1.019230480986855,rain,青椒,volume,8,False
3,0.2883239820602113,6,-0.31337575249734057,0.8344012770358379,rain,青椒,volume,8,False
4,0.13344091877299316,6,-0.4541883378049571,0.7663432858192066,rain,青椒,volume,8,False
5,0.3984491708759888,5,-0.5982982847949796,1.3377400062952474,rain,青椒,volume,8,False
6,0.0334122737333315,4,-0.4434152215077615,0.5508341202392195,rain,青椒,volume,8,False
7,-0.17632520780144315,6,-0.5825789029282891,0.23393052531053357,rain,青椒,volume,8,False
8,0.012490569619936923,6,-0.44984786486202916,0.4821359873295661,rain,青椒,volume,8,False
9,-0.42118200758427393,5,-0.8018945695999521,0.0,rain,青椒,volume,8,False
10,-0.15434775316064936,7,-0.5567091488783111,0.1770441590408766,rain,青椒,volume,8,False
11,0.17861514556509844,7,-0.16411437489695274,0.6138505309443751,rain,青椒,volume,8,False
12,0.35348312024421574,5,0.051710958226539,0.6739318064861031,rain,青椒,volume,8,True
13,0.0334122737333315,4,-0.4434152215077615,0.5508341202392195,rain,青椒,volume,8,False
14,0.5356372605349629,6,0.0399698227837982,1.0169821784552666,rain,青椒,volume,8,True
15,-0.04371699366977933,6,-0.31482480727051076,0.24731327847475154,rain,青椒,volume,8,False
16,0.028478498733456224,5,-0.42567861264745127,0.6020454556809609,rain,青椒,volume,8,False
17,-0.1280283386043537,6,-0.5517826228697335,0.30213438853665475,rain,青椒,volume,8,False
18,-0.14257093037613736,7,-0.7313629995068008,0.4995612241329225,rain,青椒,volume,8,False
19,0.2107783623364361,4,0.007494341771962162,0.5648860110616486,rain,青椒,volume,8,True
20,0.14863777847724977,3,-0.48713221517754096,1.3377400062952474,rain,青椒,volume,8,False
21,-0.07444379493482418,5,-0.6830218185270119,0.47942969724524587,rain,青椒,volume,8,False
-14,0.037275789322431585,6,-0.23008126536289636,0.26489163071910005,rain,韭菜,price,8,False
-13,0.2552539448786775,5,-0.15811974396586562,0.6899255871201406,rain,韭菜,price,8,False
-12,0.05283683216807644,4,-0.48528352714982115,0.3115712153453176,rain,韭菜,price,8,False
-11,-0.015327078764006644,6,-0.20750908302588336,0.13651225348492782,rain,韭菜,price,8,False
-10,0.025463561580998155,7,-0.15663510391302585,0.2104458365360184,rain,韭菜,price,8,False
-9,0.03457749078541642,5,-0.1572218307927771,0.19707701330656646,rain,韭菜,price,8,False
-8,-0.012386497827560641,4,-0.3111761049855212,0.13251622931663357,rain,韭菜,price,8,False
-7,-0.03307933501177105,6,-0.1511149621918075,0.0759426292155086,rain,韭菜,price,8,False
-6,-0.038307863662406086,6,-0.2043582406232664,0.14869387607257337,rain,韭菜,price,8,False
-5,-0.026022341534231875,5,-0.19747700456829606,0.2111300610895922,rain,韭菜,price,8,False
-4,-0.09702955420138916,7,-0.29450376737674744,0.14118174951360596,rain,韭菜,price,8,False
-3,-0.00789210194934217,7,-0.252543906803162,0.2349738935159199,rain,韭菜,price,8,False
-2,-0.17694857956191787,4,-0.6291765845818664,0.36906813091883894,rain,韭菜,price,8,False
-1,0.019946275229736354,4,-0.3948265393938425,1.062633294684599,rain,韭菜,price,8,False
0,0.08219379429266098,6,-0.25804662033049686,0.5346189156198989,rain,韭菜,price,8,False
