crop,variable,year,value,series_mean,series_sd,anomaly,anomaly_pct,z_within_series,n_years_in_series
水稻,yield_kg_per_ha,2022,7629.0,7535.416666666667,406.0411822299145,93.58333333333303,1.2419131877246297,0.2304774427544222,6
水稻,yield_kg_per_ha,2023,7500.0,7535.416666666667,406.0411822299145,-35.41666666666697,-0.4700027647221494,-0.08722432161231575,6
水稻,yield_kg_per_ha,2024,7080.0,7535.416666666667,406.0411822299145,-455.41666666666697,-6.043682609897709,-1.121602159085416,6
水稻,yield_kg_per_ha,2025,7105.5,7535.416666666667,406.0411822299145,-429.91666666666697,-5.705280619297764,-1.0588006475245493,6
油料,production_ton,2020,120574.6,125117.73333333334,5790.56503138223,-4543.133333333331,-3.6310866671710786,-0.7845751336374972,6
油料,production_ton,2021,119252.2,125117.73333333334,5790.56503138223,-5865.53333333334,-4.688011185198373,-1.0129466298271095,6
油料,production_ton,2022,120118.7,125117.73333333334,5790.56503138223,-4999.03333333334,-3.9954634728037535,-0.863306655955136,6
油料,production_ton,2023,132039.1,125117.73333333334,5790.56503138223,6921.366666666669,5.531883037096795,1.1952834704654913,6
油料,production_ton,2024,130721.8,125117.73333333334,5790.56503138223,5604.066666666666,4.479034679869519,0.9677927173419472,6
油料,production_ton,2025,128000.0,125117.73333333334,5790.56503138223,2882.266666666663,2.3036436082068805,0.4977522316123017,6
玉米,production_ton,2018,2576628.68,3076705.1171375,244191.95847633533,-500076.4371374999,-16.253635564618563,-2.0478824948118115,8
玉米,production_ton,2019,3127012.2571,3076705.1171375,244191.95847633533,50307.13996249996,1.6350978740954103,0.2060147282342847,8
玉米,production_ton,2020,2983000.0,3076705.1171375,244191.95847633533,-93705.11713750008,-3.0456320501940497,-0.38373547483784587,8
玉米,production_ton,2021,3172000.0,3076705.1171375,244191.95847633533,95294.88286249992,3.0973030964748487,0.39024578637684726,8
玉米,production_ton,2022,2946000.0,3076705.1171375,244191.95847633533,-130705.11713750008,-4.248217237637167,-0.5352556159222038,8
玉米,production_ton,2023,3296000.0,3076705.1171375,244191.95847633533,219294.88286249992,7.12758858952746,0.8980430159568575,8
玉米,production_ton,2024,3164000.0,3076705.1171375,244191.95847633533,87294.88286249992,2.837284677568229,0.3574846747910401,8
玉米,production_ton,2025,3349000.0,3076705.1171375,244191.95847633533,272294.8828624999,8.850210614783817,1.1150853802128298,8
