target_kind,target,feature_set,model,split,stratum,stratum_value,n,mae,rmse,r2,bias,nrmse_sd,mape
strict,volume,F_now,elasticnet,valid,period,normal,2360,0.030448980225856986,0.04231240907003933,0.8383282739068334,0.0004459183780352893,0.4019990312481897,
strict,volume,F_now,elasticnet,valid,period,extreme,140,0.026876612769757016,0.034963372928643426,0.8305017757365327,0.002007417104289486,0.41022862243093833,
strict,volume,F_now,gam,valid,period,normal,2360,0.04575598745298701,0.06402902120505823,0.6297864624427731,-0.005193114824694588,0.6083228315739876,
strict,volume,F_now,gam,valid,period,extreme,140,0.04011655297106204,0.04887058986114796,0.6688432059343752,0.00814944763225481,0.5734033383175647,
strict,volume,F_now,lightgbm,valid,period,normal,2360,0.039185584086768525,0.05447027498342289,0.7320722449829892,-0.011010762659599866,0.5175077065196787,
strict,volume,F_now,lightgbm,valid,period,extreme,140,0.03170060776057049,0.0391452892937424,0.7875300471188422,0.003955970713200511,0.4592954499672058,
hist,price,F_wx,baseline_mean,test,period,normal,1450,0.6506328952294795,0.9036420601437573,-0.20616604549003426,-0.1292415444323528,1.0978771364947775,
hist,price,F_wx,baseline_mean,test,period,extreme,300,0.5863880078830677,0.8477734671970222,-0.14057428517010262,-0.01182075899282759,1.0661952780265922,
hist,price,F_wx,baseline_seasonal_naive,test,period,normal,1450,0.8318452639128344,1.1164361567514878,-0.8411196392105074,-0.1322787253516229,1.3564106684659676,
hist,price,F_wx,baseline_seasonal_naive,test,period,extreme,300,0.7842090109472468,1.0594290970718565,-0.781179665907727,0.009953166648172569,1.3323822275738677,
hist,price,F_wx,baseline_persistence,test,period,normal,1450,0.11986183156424575,0.19032764262418825,0.9464920932449399,0.010251610740528452,0.2312379829318735,
hist,price,F_wx,baseline_persistence,test,period,extreme,300,0.12782569281336847,0.2244658851305443,0.920041502297112,0.0003872117756622158,0.2822976609488852,
hist,price,F_wx,elasticnet,test,period,normal,1450,0.7623894502756635,0.9797727635859961,-0.41796316606818307,0.08528258800696212,1.1903719000532615,
hist,price,F_wx,elasticnet,test,period,extreme,300,0.8561159499109491,0.9883099974455419,-0.5500664361061576,0.5063232302226434,1.2429398810826708,
hist,price,F_wx,gam,test,period,normal,1450,0.7745660363450795,0.9941892278028881,-0.45999823548761154,0.01251494244252981,1.2078871388307735,
hist,price,F_wx,gam,test,period,extreme,300,0.9052620531775624,1.120539079176507,-0.9925900160923513,0.28778084049047475,1.409236690329926,
hist,price,F_wx,lightgbm,test,period,normal,1450,0.8489196782551384,1.0445885402699868,-0.611776200507828,0.2165257980330987,1.2691196282125552,
hist,price,F_wx,lightgbm,test,period,extreme,300,0.8908176729954888,1.0062496861369148,-0.6068504219968012,0.6045968031394309,1.2655015819521833,
hist,price,F_lag,baseline_mean,test,period,normal,1450,0.6506328952294795,0.9036420601437573,-0.20616604549003426,-0.1292415444323528,1.0978771364947775,
hist,price,F_lag,baseline_mean,test,period,extreme,300,0.5863880078830677,0.8477734671970222,-0.14057428517010262,-0.01182075899282759,1.0661952780265922,
hist,price,F_lag,baseline_seasonal_naive,test,period,normal,1450,0.8318452639128344,1.1164361567514878,-0.8411196392105074,-0.1322787253516229,1.3564106684659676,
hist,price,F_lag,baseline_seasonal_naive,test,period,extreme,300,0.7842090109472468,1.0594290970718565,-0.781179665907727,0.009953166648172569,1.3323822275738677,
hist,price,F_lag,baseline_persistence,test,period,normal,1450,0.11986183156424575,0.19032764262418825,0.9464920932449399,0.010251610740528452,0.2312379829318735,
hist,price,F_lag,baseline_persistence,test,period,extreme,300,0.12782569281336847,0.2244658851305443,0.920041502297112,0.0003872117756622158,0.2822976609488852,
