method,crop,response,hazard_key,hazard_label,window,lag_a,lag_b,effect,se,t,p_value,n,r2,p_joint_windows,fdr_p_within,fdr_p_joint,ci_low,ci_high
hist,芸豆,price,precip_3d,3日累计降水,lag0-2,0,2,-0.02071246287814444,0.04815189974973854,-0.4301484050638502,0.6670876907555591,1400,0.023006976015954805,,0.6670876907555591,,-0.11509018638763197,0.0736652606313431
hist,芸豆,price,precip_3d,3日累计降水,lag3-6,3,6,-0.09323965144277714,0.043860215088451227,-2.1258366210640847,0.03351686561229897,1400,0.023006976015954805,,0.13406746244919587,,-0.17920567301614154,-0.00727362986941274
hist,芸豆,price,precip_3d,3日累计降水,lag7-13,7,13,-0.02430017048943059,0.052974835802564,-0.4587115773231798,0.6464412991318533,1400,0.023006976015954805,,0.6670876907555591,,-0.12813084866245603,0.07953050768359485
hist,芸豆,price,precip_3d,3日累计降水,lag14-30,14,30,0.21802428090870468,0.16656984274458525,1.3089060859775115,0.19056616482645405,1400,0.023006976015954805,,0.3811323296529081,,-0.10845261087068242,0.5445011726880917
hist,芸豆,price,precip_7d,7日累计降水,lag0-2,0,2,-0.08655978050245793,0.06033975458356881,-1.4345398170715982,0.15141827496978927,1400,0.026563271634635344,,0.30283654993957854,,-0.2048256994862528,0.03170613848133694
hist,芸豆,price,precip_7d,7日累计降水,lag3-6,3,6,-0.008536145907066736,0.04442716137420034,-0.19213799943616997,0.8476341101520188,1400,0.026563271634635344,,0.8476341101520188,,-0.09561338220049939,0.07854109038636592
hist,芸豆,price,precip_7d,7日累计降水,lag7-13,7,13,-0.040465109728427415,0.05597888581868167,-0.7228637929575067,0.4697635700169923,1400,0.026563271634635344,,0.6263514266893231,,-0.15018372593304347,0.06925350647618865
hist,芸豆,price,precip_7d,7日累计降水,lag14-30,14,30,0.21273338713365986,0.13926271189510095,1.5275688965033252,0.12661960917345505,1400,0.026563271634635344,,0.30283654993957854,,-0.060221528180738004,0.4856883024480577
hist,芸豆,price,temp_max,日最高气温,lag0-2,0,2,-0.15346868841211792,0.2078613471338783,-0.7383223986962452,0.4603185584725793,1400,0.01451679601689937,,0.9919996228365466,,-0.5608769287945194,0.25393955197028356
hist,芸豆,price,temp_max,日最高气温,lag3-6,3,6,0.03913970115256171,0.14800051318446544,0.2644565232269068,0.7914281619850878,1400,0.01451679601689937,,0.9919996228365466,,-0.25094130468899056,0.329220706994114
hist,芸豆,price,temp_max,日最高气温,lag7-13,7,13,-0.0021480621173999292,0.2142245101827164,-0.010027153828326198,0.9919996228365466,1400,0.01451679601689937,,0.9919996228365466,,-0.42202810207552405,0.4177319778407242
hist,芸豆,price,temp_max,日最高气温,lag14-30,14,30,0.13171746338757173,0.3115973299047285,0.4227169193903061,0.6725018096514683,1400,0.01451679601689937,,0.9919996228365466,,-0.47901330322569613,0.7424482300008396
hist,芸豆,price,temp_min,日最低气温,lag0-2,0,2,-0.18729595305673186,0.2274710749333156,-0.8233836021201321,0.41028988503496644,1400,0.018348215669478862,,0.960161848513464,,-0.6331392599260304,0.25854735381256666
hist,芸豆,price,temp_min,日最低气温,lag3-6,3,6,-0.04727561398529182,0.17146368998791137,-0.2757179318176628,0.7827647217002875,1400,0.018348215669478862,,0.9808353788521403,,-0.3833444463615981,0.2887932183910144
hist,芸豆,price,temp_min,日最低气温,lag7-13,7,13,0.006195920382758055,0.2579312042385076,0.024021600647546004,0.9808353788521403,1400,0.018348215669478862,,0.9808353788521403,,-0.4993492399247169,0.511741080690233
