scope,response,crop,hazard,hazard_label,window_days,beta_hazard,p_hazard,beta_interaction,p_interaction,n,r2,slope_in_window,slope_out_window,fdr_p_interaction,sig_fdr05
all,volume,尖椒,soil_z,土壤水分异常,924,0.5043665354304697,0.31752873156418737,-0.14330322088614916,0.77877565522361,1410,0.04152359631101099,0.3643924507333483,0.5275236072093529,0.9950342515612569,False
all,volume,尖椒,temp_max,日最高气温,924,1.05211765822827,0.09894871681318351,-1.2245879502326753,0.0981760774887758,1410,0.037363785685584516,-0.1517406239153839,1.0976355759931047,0.8835846973989823,False
all,volume,尖椒,vpd,饱和水汽压差VPD,924,2.016345845342292,0.03838191655685336,-2.248462979761255,0.026345375475786373,1410,0.03602559860370491,-0.2293610561467561,2.079390183277384,0.5611230665545244,False
all,volume,尖椒,wind,风速,924,-0.09502525956795684,0.5300496610183336,0.24957056637196307,0.17781261394304448,1410,0.013913867793075463,0.14342837593357824,-0.08937604809596138,0.9362359353377184,False
all,volume,甘蓝,precip_3d,3日累计降水,445,-0.1291460017992727,0.003136046233550017,0.16437627163911106,0.3595499505472274,1410,0.025505651081420444,0.05934301447837385,-0.12761974881634028,0.9735980763328868,False
all,volume,甘蓝,soil_z,土壤水分异常,445,-0.07015279656502654,0.5061192531906804,0.3234813447403667,0.054367201746996226,1410,0.03350450374537728,0.26360606316083707,-0.06812789448192486,0.8155080262049434,False
all,volume,甘蓝,temp_max,日最高气温,445,-0.09394097612449914,0.4687833220333997,0.16154240308531093,0.5934631500104282,1410,0.02136312703996046,0.053690236722206866,-0.07480844263126911,0.9950342515612569,False
all,volume,甘蓝,vpd,饱和水汽压差VPD,445,-0.09125402281724859,0.5407507246025507,0.03902822841717132,0.8549603562097405,1410,0.02017209112625784,-0.059266409237914215,-0.07194846922266718,0.9950342515612569,False
all,volume,甘蓝,wind,风速,445,0.3028588019254958,3.539664491514299e-05,-0.13508134305052005,0.33222032054224093,1410,0.054518555545903014,0.16386071302117447,0.29871207875352007,0.9735980763328868,False
all,volume,芸豆,precip_3d,3日累计降水,374,-0.10422362283754195,0.5485065308076418,0.11718450756186978,0.5138448953410624,1410,0.025737284754959844,0.012002748166708942,-0.09590691398364241,0.9950342515612569,False
all,volume,芸豆,soil_z,土壤水分异常,374,0.1300100466703032,0.18456207926708001,-0.01121129752810801,0.9327311452322509,1410,0.03508825998192433,0.11973845142699638,0.13870782176970764,0.9950342515612569,False
all,volume,芸豆,temp_max,日最高气温,374,0.11086838678004919,0.27314029254491645,-0.14383826018397988,0.8123551091926858,1410,0.029582377418248096,0.02244829699612766,0.11273275264098685,0.9950342515612569,False
all,volume,芸豆,vpd,饱和水汽压差VPD,374,0.015309938168723766,0.8722232006782984,0.06009218741540097,0.7287170390396782,1410,0.024473163100235285,0.0884875405618232,0.012323154854793506,0.9950342515612569,False
all,volume,芸豆,wind,风速,374,-0.03568290231579237,0.5491283388078153,0.08653324485292416,0.4350618457430767,1410,0.02491917634218832,0.04374857047103915,-0.03751697638819739,0.9950342515612569,False
