crop,response,metric,hazard_key,hazard_label,peak_lag,peak_effect,peak_se,peak_p,peak_fdr_p,peak_ci_low,peak_ci_high,sum_effect_0_14,n_lag_sig_within,n_lag_focus,corr_max_abs
黄瓜,volume,pct,soil_z,土壤水分异常,12,-0.7569798492179393,0.5798098291390613,0.19170027709092086,0.9993687142937572,-1.8934071143304996,0.37944741589462094,-9.038929095227967,0,15,0.08114393855118676
黄瓜,volume,pct,temp_max,日最高气温,2,0.4738005564714741,0.6166126753582152,0.4422540335239442,0.9993687142937572,-0.7347602872306277,1.6823614001735758,4.403046181653096,0,15,0.05387575113654013
黄瓜,volume,pct,temp_min,日最低气温,0,0.34299606226786356,0.6393975824878833,0.5916570613238327,0.9993687142937572,-0.9102231994083876,1.5962153239441148,2.8047592923534457,0,15,0.04361056126372357
黄瓜,volume,pct,vpd,饱和水汽压差VPD,2,0.5568303682746574,0.5562883392371297,0.31683920097743423,0.9993687142937572,-0.5334947766301168,1.6471555131794315,6.535464744487289,0,15,0.061416997494979156
黄瓜,volume,z,precip_1d,当日降水,8,-0.07996928616865301,0.04294427705803292,0.06257997899923867,0.8567732140589774,-0.16414006920239754,0.004201496865091511,-0.49431373159280045,0,15,0.04443745324655279
黄瓜,volume,z,precip_3d,3日累计降水,8,-0.09823954471879037,0.06404838987168626,0.1250707010281658,0.9993687142937572,-0.22377438886729545,0.027295299429714703,-0.738371639127767,0,15,0.05120884897364146
黄瓜,volume,z,precip_7d,7日累计降水,7,-0.09000598972602332,0.08506624640016998,0.2900238175721842,0.9993687142937572,-0.2567358326703565,0.07672385321830984,-0.8846448577286998,0,15,0.04378565295944693
黄瓜,volume,z,soil_z,土壤水分异常,12,-0.1677341293332987,0.11729485423414031,0.15271093181379872,0.9993687142937572,-0.3976320436322137,0.06216378496561631,-2.105101786433155,0,15,0.09122231010254557
黄瓜,volume,z,temp_max,日最高气温,2,0.08895443434660813,0.13026099740040145,0.49467391878096756,0.9993687142937572,-0.16635712055817872,0.34426598925139495,0.7230661311409046,0,15,0.05101722282855047
黄瓜,volume,z,temp_min,日最低气温,0,0.0616383382523413,0.1351661831137843,0.6483763654713448,0.9993687142937572,-0.20328738065067595,0.3265640571553585,0.3588778993082044,0,15,0.039344586773308696
黄瓜,volume,z,vpd,饱和水汽压差VPD,2,0.13032160286206426,0.11621132506692802,0.26210949769419356,0.9993687142937572,-0.09745259426911465,0.35809579999324315,1.5358483397789564,0,15,0.07224446545649174
